,X,X.x,collarid,Number_of_fixes,Date_Start,DateStop,Duration,Variogram_inspection,Variogram_inspection_MBB,VariogramInspection_Jared,VariogramNotes_Jared,collartype,Name,giraffeid,duplicate,collarid_2,unit_ID,Attachment,species,subspecies,taxa,utm_zone,epsg,gmt_diff,Country,Park_location,year,Operation,date_collared,sex,age_class,LAST_FIX,failure_class,ID,model,tau_pos_lcl,tau_pos_ucl,tau_vel_lcl,tau_vel_ucl,tau_vel_ml,speed_lcl,speed_ucl,speed_ml,DOF_mean,DOF_area,DOF_speed,X.y,file_name,akde_95_lcl,akde_95_ML,akde_95_ucl,akde_95_DOF_area,akde_95_DOF_bandwidth,akde_50_lcl,akde_50_ML,akde_50_ucl,akde_50_DOF_area,akde_50_DOF_bandwidth,ProtectedArea,temp_mean,temp_sd,ndvi_mean,ndvi_sd,Bare,Closed.Deciduous.Forest,Closed.Evergreen.Forest,ClosedToOpen.herbaceous,ClosedToOpen.SemiDeciduous.Forest,ClosedToOpen.shrubland,Flooded.Forest_ClosedToOpen,Flooded.Grassland,Mosaic.Croplands,Mosaic.ForestShrubland,Mosaic.grassland,Mosaic.Vegetation,Open.Deciduous.Forest,Open.Evergreen.Forest,Rainfed.Croplands,Spare.Vegetation,Urban,Water,habitat,hfp2009_mean,hfp2009_sd,human_density_mean,human_density_sd,woody_mean,woody_sd,cop_bare_mean,cop_bare_sd,cop_tree_mean,cop_tree_sd,cop_shrub_mean,cop_shrub_sd
197,197,213,IRI2016-3528,5544,3/3/2021,1/1/2022,304,bad,bad,0,To discuss,IP103,,IRI2016-3528,no,iri2016-3528,3528,OssiUnit,camelopardalis,antiquorum,camelopardalis_antiquorum,34N,32634,1,Chad,TCD_Zakouma,2021,Zakouma,3/3/2021,female,,12/31/2022,active,IRI2016-3528,OUF anisotropic,18.73705497,38.99517259,32.55914656,35.66118349,34.07488371,15.51316639,15.89662511,15.70491183,9.103719074,14.31315488,6443.458074,4,0,425.7951995,773.2839763,1222.732383,14.29272772,22.92703217,425.7951995,773.2839763,1222.732383,14.29272772,22.92703217,1,29.92027027,5.308441765,0.509401091,0.182251173,0,0,0,0,0,0.248587571,0,0,0.07259887,0.588276836,0.000141243,0.000847458,0.083615819,0,0.005932203,0,0,0,Mosaic ForestShrubland,6.124740582,2.479766605,7.464519995,0.99371845,46.13714689,23.12476778,0.109463277,0.68381548,14.93983051,5.892625512,25.65183616,5.786921068
198,198,214,IRI2016-3464,277,6/26/2021,8/26/2021,61,bad,bad,0,To discuss,IP103,,CinnamonBun,no,iri2016-3464,3464,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Huab,2021,Huab_Translocation,6/26/2021,female,,8/26/2021,active,IRI2016-3464,OUF anisotropic,24.89495488,54.98544518,34.13966654,42.18140446,37.94811039,7.273319236,7.714350406,7.493879194,2.221873987,2.642514671,1108.938395,13,0,58.385679,327.7147384,824.6910415,2.642514671,2.891994116,58.385679,327.7147384,824.6910415,2.642514671,2.891994116,0,24.55470155,7.683731537,0.123585777,0.015652531,0,0,0,0.691939891,0,0,0,0,0,0,0,0,0,0,0,0.308060109,0,0,ClosedToOpen herbaceous,0.617494456,0.405403701,0.59108815,0.001995191,25.02800546,17.16057117,36.68715847,13.1461296,0.075136612,0.384006092,16.2431694,2.771477578
199,199,215,IRI2016-3846,2823,7/4/2021,1/1/2022,181,good,good,1,0,IP103,,Marble,yes,Marble,3846,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2021,Northwest_2021,7/4/2021,female,,12/31/2022,,IRI2016-3846,OUF anisotropic,8.080019396,14.55196558,48.46479949,53.93720445,51.1278378,16.25889443,16.76562535,16.51228659,12.15813083,19.72347315,4078.857456,6,0,377.4175314,620.2798455,922.4946957,19.72347315,35.14706669,377.4175314,620.2798455,922.4946957,19.72347315,35.14706669,0,NA,NA,0.097660982,0.02063768,0.002983704,0,0,0.425751664,0,0,0,0,0,0,0,0,0,0,0,0.571264632,0,0,Spare Vegetation,6.019846202,2.741905802,0.057899377,0.004357067,7.52467294,7.53160768,66.66789075,22.06801635,1.254991967,2.348910222,9.042689924,5.06056205
200,200,216,IRI2016-3839,2773,7/4/2021,1/1/2022,181,good,ok,1,Not great but okay,IP103,,Kitty,no,Kitty,3839,ST_Tail,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2021,Northwest_2021,7/4/2021,female,,12/31/2022,,IRI2016-3839,OUF anisotropic,12.05483866,26.58264595,1.111875284,1.237444512,1.172980804,20.50591189,21.20946509,20.85772922,8.481295446,13.05943709,3376.101344,3,0,1036.587401,1943.561807,3130.859893,13.05943709,20.69845587,1036.587401,1943.561807,3130.859893,13.05943709,20.69845587,0,NA,NA,0.08415824,0.013032034,0.030959032,0,0,0.326815642,0,0,0,0,0,0,0,0,0,0,0,0.642225326,0,0,Spare Vegetation,5.183523192,3.331257871,0.057798406,0.003401182,5.136871508,5.210393472,80.42970205,17.47060575,0.835893855,3.330156602,6.793528864,5.031631264
201,201,217,IRI2016-3847,2777,7/4/2021,1/1/2022,181,good,good,1,0,IP103,,Marble,yes,Marble,3847,ST_Tail,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2021,Northwest_2021,7/4/2021,female,,12/31/2022,,IRI2016-3847,OUF anisotropic,8.025702337,14.40643158,48.76342891,54.28226782,51.44890191,16.2355169,16.74714642,16.49135891,12.23300372,19.89191144,3990.986105,7,0,377.2322452,618.5070747,918.4655525,19.89191144,35.46279735,377.2322452,618.5070747,918.4655525,19.89191144,35.46279735,0,NA,NA,0.097614056,0.020700522,0.002568293,0,0,0.427504086,0,0,0,0,0,0,0,0,0,0,0,0.569927621,0,0,Spare Vegetation,6.026225095,2.75085732,0.05786908,0.004091943,7.61825823,7.544494394,66.82021947,21.92187931,1.256595844,2.386175796,9.079617091,5.132068281
202,202,218,IRI2016-3850,2584,7/5/2021,1/1/2022,180,good,good,1,0,IP103,,Jackson,yes,Jackson,3850,ST_Tail,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2021,Northwest_2021,7/5/2021,male,,12/31/2022,,IRI2016-3850,OUF anisotropic,4.14063316,6.016525995,0.970458681,1.082574936,1.024984997,17.83842454,18.4323711,18.13543121,22.52668892,40.77713117,3581.273819,9,0,336.2901425,469.0807855,623.6238639,40.77713117,85.22041724,336.2901425,469.0807855,623.6238639,40.77713117,85.22041724,0,NA,NA,0.104380479,0.019705142,0.00224663,0,0,0.330504244,0,0,0,0,0,0,0,0,0,0,0,0.667249126,0,0,Spare Vegetation,3.511533788,1.190679717,0.104580636,0.035891515,9.85996006,9.087237591,53.67149276,19.49514927,2.841737394,4.26499445,12.71892162,6.029422362
203,203,219,IRI2016-3837,2745,7/6/2021,1/1/2022,179,good,lessthanstellar,1,0,IP103,,Sunburst,no,Sunburst,3837,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2021,Northwest_2021,7/6/2021,female,,12/31/2022,,IRI2016-3837,OUF anisotropic,6.372561286,10.75925166,36.38976118,40.89870349,38.57841433,13.32472514,13.81385102,13.56931834,14.95815732,23.48037077,2956.290609,2,0,107.067303,168.0192784,242.484258,23.48037077,45.93791682,107.067303,168.0192784,242.484258,23.48037077,45.93791682,0.2247056,NA,NA,0.076684403,0.015596178,0.071170955,0,0,0.128877134,0,0,0,0,0,0,0,0,0,0,0,0.799951912,0,0,Spare Vegetation,4.203618635,2.196410638,0.057678197,0.001630853,5.246094689,4.550728995,95.00312425,9.290904353,1.119202115,1.992466325,2.325642874,2.819904949
204,204,220,IRI2016-3833,2537,7/11/2021,1/1/2022,174,good,good,1,0,IP103,,Phyllis,yes,Phyllis,3833,ST_Tail,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2021,Northwest_2021,7/11/2021,female,,12/31/2022,,IRI2016-3833,OUF anisotropic,2.925698497,4.017238126,38.42805856,43.25864499,40.77187441,11.47459903,11.85843114,11.66653676,30.43953436,54.13079472,3548.768054,1,0,49.97009427,66.49297517,85.33966494,54.13079472,128.9263704,49.97009427,66.49297517,85.33966494,54.13079472,128.9263704,0,NA,NA,0.140791243,0.04252583,0.554505999,0,0,0.357671688,0,0,0,0,0,0,0,0,0,0,0,0.087822313,0,0,Bare,2.671036733,1.129079505,0.157593611,0.147088338,13.42226194,12.27260561,47.78708195,25.52660105,11.63415879,5.315211023,15.92417667,8.681053779
205,205,221,IRI2016-3835,2476,7/23/2021,1/1/2022,162,good,ok,1,0,IP103,,IRI2016-3835,no,,3835,ST_Tail,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Etosha,2021,Etosha_2021,7/23/2021,female,unknown_sex,12/31/2022,,IRI2016-3835,OUF anisotropic,12.3039882,39.02698348,39.85825782,45.12322921,42.40911817,15.8718527,16.42537878,16.1486483,7.557211527,8.311384575,3269.420658,14,0,299.6870683,680.9877902,1216.09586,8.311384575,15.84969952,299.6870683,680.9877902,1216.09586,8.311384575,15.84969952,0,NA,NA,0.165763112,0.018841836,0.000901713,0,0,0.996092576,0,0,0,0,0,0.001202284,0,0,0.000601142,0,0,0.001202284,0,0,ClosedToOpen herbaceous,2.894231634,1.655313352,0.830981231,0.199191271,24.34574947,17.97934715,10.37879243,7.62143956,8.495343947,3.176507149,34.85461099,10.64657921
206,206,222,IRI2016-3836,2699,7/23/2021,1/1/2022,162,good,ok,1,0,IP103,,IRI2016-3836,no,,3836,ST_Tail,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Etosha,2021,Etosha_2021,7/23/2021,female,unknown_sex,12/31/2022,,IRI2016-3836,OUF anisotropic,4.860076077,7.739229605,51.12504138,57.39633292,54.17000919,17.3878925,17.99550794,17.69173604,17.51863202,28.61450396,3256.550678,15,0,296.8970148,444.6349249,621.733175,28.61450396,54.3004469,296.8970148,444.6349249,621.733175,28.61450396,54.3004469,0.998030388,NA,NA,0.188119893,0.015509282,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ClosedToOpen herbaceous,5.081424769,1.963358748,0.054335192,0.054603806,24.60523354,23.87039981,6.693584693,5.393006952,8.555711874,2.998520559,36.49409116,9.587119254
207,207,223,IRI2016-3838,2332,7/23/2021,1/1/2022,162,good,good,1,0,IP103,,IRI2016-3838,no,,3838,ST_Tail,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Etosha,2021,Etosha_2021,7/23/2021,female,unknown_sex,12/31/2022,,IRI2016-3838,OUF anisotropic,2.130884976,2.83236368,1.022422406,1.158818254,1.088485989,14.03774336,14.56140748,14.29960832,37.51771707,67.82961468,2864.271722,16,0,115.0235458,148.1733542,185.4568519,67.82961468,158.0295289,115.0235458,148.1733542,185.4568519,67.82961468,158.0295289,0.990525409,NA,NA,0.187993109,0.019474919,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ClosedToOpen herbaceous,7.295817613,2.755843668,0.1118062,0.086734163,25.00545507,18.97491388,9.046511628,6.874740142,8.68762561,3.661908519,32.18834338,9.578816116
208,208,224,IRI2016-3840,2719,7/23/2021,1/1/2022,162,good,good,1,0,IP103,,IRI2016-3840,no,,3840,ST_Tail,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Etosha,2021,Etosha_2021,7/23/2021,female,unknown_sex,12/31/2022,,IRI2016-3840,OUF anisotropic,5.230403114,9.363854542,39.3245728,44.42897513,41.79892902,14.38074852,14.86942033,14.62511245,16.38291227,20.30303707,3440.64247,17,0,150.1497573,244.7966935,362.201234,20.30303707,49.51296477,150.1497573,244.7966935,362.201234,20.30303707,49.51296477,0,NA,NA,0.161984221,0.014355648,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ClosedToOpen herbaceous,2.55453885,0.547128954,0.802712474,0.221336667,26.66900224,17.22500783,6.342769058,5.087564985,7.521300448,2.715992218,40.86967489,8.520764045
209,209,225,IRI2016-3841,2738,7/15/2021,1/1/2022,170,good,good,1,0,IP103,,Present,yes,Present,3841,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2021,Northwest_2021,7/15/2021,female,,12/31/2022,,IRI2016-3841,OUF anisotropic,2.619849621,3.511993244,14.87171351,18.51057051,16.5916817,17.31334352,18.67607507,17.99488504,33.28389732,61.11436702,669.6816919,4,0,37.30079332,48.75119741,61.71090937,61.11436702,148.8565299,37.30079332,48.75119741,61.71090937,61.11436702,148.8565299,0.814195184,NA,NA,0.111575564,0.01779654,0.890438752,0,0,0.073294446,0,0,0,0,0,0,0,0,0,0,0,0.036266802,0,0,Bare,2.033928888,2.222223882,0.016155509,3.94E-10,5.28086185,6.601117158,86.98859316,15.48152474,3.658301648,3.627124495,5.276299113,5.012682545
210,210,226,IRI2016-3842,2738,7/13/2021,1/1/2022,172,bad,bad,0,To discuss,IP103,,Heart,yes,Heart,3842,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2021,Northwest_2021,7/13/2021,female,,12/31/2022,,IRI2016-3842,OUF anisotropic,1.128128625,8.036827034,39.22344021,43.93027897,41.5101996,13.71394767,14.16756381,13.94078108,3.573923551,5.212999579,3628.055974,5,0,566.8812037,1695.078431,3430.14445,5.212999579,5.750068574,566.8812037,1695.078431,3430.14445,5.212999579,5.750068574,0,NA,NA,0.09918969,0.024175677,0.104120946,0,0,0.389904901,0,0,0,0,0,0,0,0,0,0,0,0.505974153,0,0,Spare Vegetation,7.277085002,3.422432514,0.209902483,0.224314082,10.13746039,10.39331903,70.59614916,19.86582135,3.747745552,5.565222439,8.873994638,6.944683841
211,211,227,IRI2016-3843,1751,8/6/2021,1/1/2022,148,good,ok,1,0,IP103,,Makalali_F,yes,Makalali_F,3843,ST_Tail,giraffa,giraffa,giraffa_giraffa,,NA,NA,SouthAfrica,KEN_NorthernKenya,2021,Makalali_2021,8/6/2021,female,,12/31/2022,,IRI2016-3843,OUF anisotropic,3.180214458,17.01732312,21.13576802,26.67549806,23.74462337,8.492934309,9.059298219,8.776178675,7.827848054,12.13069307,922.2305592,4,0,42.77299984,82.43551106,134.8924194,12.13069307,15.83300789,42.77299984,82.43551106,134.8924194,12.13069307,15.83300789,0,27.02058824,7.374229468,0.373401251,0.134237109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.42571286,13.3262879,1.04052026,1.551214103,16.66683342,8.962331109,29.39669835,4.168763329
212,212,228,IRI2016-3848,1164,7/11/2021,7/12/2021,1,,bad,1,Strange variogram over a short period,IP103,3848,JohnDeere,no,John Deere,3848,ST_Tail,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2021,EtoshaHeights_2021,10/4/2021,male,,12/31/2022,,IRI2016-3848,OUF anisotropic,1.759889533,4.210389884,31.51247633,39.69431336,35.36758559,17.98051733,19.11377917,18.54726657,1.824685602,1.988900884,1028.790514,18,0,461.5232435,3844.513178,10732.65638,1.988900884,2.244549536,461.5232435,3844.513178,10732.65638,1.988900884,2.244549536,0.965488215,NA,NA,0.204646633,0.036996386,0.010084034,0,0,0.985714286,0,0,0,0,0,0,0,0,0,0,0,0.004201681,0,0,ClosedToOpen herbaceous,2.425791425,0.960188102,0.13613119,0.077992419,7.63047138,13.65919205,9.696127946,9.930393899,5.656565657,2.887365906,29.01599327,9.655772775
213,213,229,IRI2016-3849,2737,7/11/2021,1/1/2022,174,good,good,1,0,IP103,,Phyllis,yes,Phyllis,3849,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2021,Northwest_2021,7/11/2021,female,,12/31/2022,,IRI2016-3849,OUF anisotropic,3.021442556,4.170574426,38.38990568,43.03648574,40.64685263,11.31780425,11.68203412,11.49993899,29.54558637,52.48591502,3829.285507,8,0,49.26936757,65.87391235,84.85267942,52.48591502,127.8358443,49.26936757,65.87391235,84.85267942,52.48591502,127.8358443,0,NA,NA,0.141043529,0.042105591,0.566618911,0,0,0.348137536,0,0,0,0,0,0,0,0,0,0,0,0.085243553,0,0,Bare,2.673675175,1.127768987,0.155661116,0.145057158,13.61938873,12.24256578,47.7382999,25.61377059,11.68194842,5.325344301,15.9851958,8.690923015
214,214,230,SAT1867,1945,7/15/2016,7/10/2017,360,bad,,#N/A,#N/A,AWT,HNBF060,Present,yes,SAT1867,,HeadHarness,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2016,Namibia_2016,7/15/2016,female,,7/10/2017,,SAT1867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
215,215,231,SAT2000,570,7/11/2016,11/20/2016,132,bad,,#N/A,#N/A,AWT,HNBF045,Ranger,yes,SAT2000,,HeadHarness,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2016,Namibia_2016,7/11/2016,female,,11/20/2016,,SAT2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,216,232,SAT1632,1440,4/24/2015,1/1/2022,2444,good,ok,1,To discuss,AWT,,SAT1632,no,SAT1632,,HeadHarness,camelopardalis,camelopardalis,camelopardalis_camelopardalis,33S,32733,3,Ethiopia,ETH_Gambella,2015,Ethiopia,4/24/2015,,,12/31/2022,,SAT1632,OUF anisotropic,18.42248503,31.05910652,25.27668797,134.4584603,58.2980664,12.91264645,21.24607352,17.08344579,14.23209599,24.46838219,15.97667115,3,0,1001.752097,1556.060541,2230.477687,24.46838219,43.90823307,1001.752097,1556.060541,2230.477687,24.46838219,43.90823307,0.58125,32.22716981,4.597025661,0.550495928,0.228778138,0,0,0,0,0,0.658807212,0,0,0.011789182,0.220527046,0,0,0.10887656,0,0,0,0,0,ClosedToOpen shrubland,3.244383273,2.070591095,22.60434204,3.385722101,17.58194444,16.73752594,0,0,11.74652778,5.278253512,14.61319444,3.300930577
217,217,233,SAT1631,955,4/24/2015,1/1/2022,2444,good,good,1,0,AWT,,SAT1631,no,SAT1631,,HeadHarness,camelopardalis,camelopardalis,camelopardalis_camelopardalis,36N,32636,3,Ethiopia,ETH_Gambella,2015,Ethiopia,4/24/2015,,,12/31/2022,,SAT1631,OUF anisotropic,9.166481124,14.74224478,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,561.9566857,830.1913499,1149.935825,30.45788945,63.62132182,561.9566857,830.1913499,1149.935825,30.45788945,63.62132182,0.273298429,30.87908497,3.876512394,0.546702209,0.222923471,0,0,0,0,0,0.810471204,0,0,0.021989529,0.058638743,0,0,0.108900524,0,0,0,0,0,ClosedToOpen shrubland,2.740275347,1.442415406,23.52594637,0.155292899,27.48586387,18.23698408,0,0,12.4565445,4.532314281,15.90994764,3.14470296
218,218,234,SAT1630,998,4/24/2015,3/23/2016,334,good,good,1,0,AWT,,SAT1630,no,SAT1630,,HeadHarness,camelopardalis,camelopardalis,camelopardalis_camelopardalis,33S,32733,3,Ethiopia,ETH_Gambella,2015,Ethiopia,4/24/2015,,,3/23/2016,,SAT1630,OU anisotropic,15.73612747,28.93657366,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,414.4156888,689.52874,1033.540383,18.8844254,33.21481598,414.4156888,689.52874,1033.540383,18.8844254,33.21481598,0.268537074,32.92073833,3.851413334,0.545127464,0.216054174,0,0,0,0,0,0.799599198,0,0,0.038076152,0.073146293,0,0,0.089178357,0,0,0,0,0,ClosedToOpen shrubland,3.104423206,1.7873879,23.49084044,0.291610536,27.0250501,16.15212206,0,0,12.00701403,4.545871285,16.20741483,3.324639049
219,219,235,SAT1991,300,6/8/2016,8/10/2016,63,,,#N/A,#N/A,AWT,,SAT1991,no,SAT1991,,HeadHarness,giraffa,giraffa,giraffa_giraffa,33S,32733,2,Zimbabwe,ZWE_Bubye,2016,Zim_Bubye,6/8/2016,,,8/10/2016,,SAT1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,22.63241107,5.99398317,0.250380464,0.037630195,0,0.02,0,0.056666667,0,0.006666667,0,0,0,0.81,0,0.06,0.046666667,0,0,0,0,0,Mosaic ForestShrubland,6.315099096,0.567690396,7.885718768,1.61E-07,11.87333333,8.669553588,2.64,2.817242657,7.02,3.940986074,37.90666667,3.990535067
220,220,236,SAT1949,1611,6/8/2016,1/1/2022,2033,good,good,1,0,AWT,,SAT1949,no,SAT1949,,HeadHarness,giraffa,giraffa,giraffa_giraffa,36S,32737,2,Zimbabwe,ZWE_Bubye,2016,Zim_Bubye,6/8/2016,,,12/31/2022,,SAT1949,OUF anisotropic,3.792095121,5.3773846,1.68319503,2.307287426,1.970688897,11.92532326,12.94853538,12.43707243,32.40416541,50.49808933,567.383732,1,0,281.7043825,378.9424481,490.3751811,50.49808933,131.5562311,281.7043825,378.9424481,490.3751811,50.49808933,131.5562311,0,30.35555556,7.331721388,0.327455869,0.051350142,0,0.001239926,0,0.05083695,0,0.000619963,0,0,0,0.706137632,0,0.098574086,0.141971482,0,0,0,0,0.000619963,Mosaic ForestShrubland,7.794605845,2.558954921,7.893626224,0.224432236,10.76660459,8.040589705,0.157666046,1.037182287,9.460583489,4.059667325,41.7647424,8.950652753
221,221,237,SAT86 GIRsalamb,357,9/28/2011,9/19/2012,357,,,#N/A,#N/A,AWT,,SAT86 GIRsalamb,no,SAT86 GIRsalamb,,HeadHarness,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Zambezi,2011,Namibia_AWT,9/28/2011,,,9/19/2012,,SAT86 GIRsalamb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,30.07042254,2.732799023,0.40242521,0.120196238,0,0,0,0.43977591,0,0.142857143,0,0,0,0.047619048,0.016806723,0.070028011,0.282913165,0,0,0,0,0,ClosedToOpen herbaceous,3.259237961,0.014189088,2.549635552,0.829084481,28.20728291,17.79981229,0.588235294,1.426544686,25.13165266,10.05501892,30.58823529,5.54310752
222,222,238,SAT87 GIRnyae_1,179,8/12/2012,2/7/2013,179,,,#N/A,#N/A,AWT,,SAT87 GIRnyae_1,no,SAT87 GIRnyae_1,,HeadHarness,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Otjonzondjupa,2012,Namibia_AWT,8/12/2012,,,2/7/2013,,SAT87 GIRnyae_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12849162,24.8079096,2.829902149,0.352597765,0.11793887,0,0,0,0.876404494,0,0,0,0,0,0.039325843,0.005617978,0.073033708,0.005617978,0,0,0,0,0,ClosedToOpen herbaceous,1.334737134,2.062178188,0.347622798,0.347195228,10.35195531,8.451057648,0.117318436,0.68914665,15.54189944,6.448776451,44.87150838,5.219908246
223,223,239,SAT89 GIRnyae_3,131,8/12/2012,12/21/2012,131,,,#N/A,#N/A,AWT,,SAT89 GIRnyae_3,no,SAT89 GIRnyae_3,,HeadHarness,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Otjonzondjupa,2012,Namibia_AWT,8/12/2012,,,12/21/2012,,SAT89 GIRnyae_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.328244275,20.86821705,3.87122769,0.315261069,0.098658995,0,0,0,0.832061069,0,0.022900763,0,0,0,0.053435115,0,0.083969466,0,0,0,0.007633588,0,0,ClosedToOpen herbaceous,1.349147342,1.189690745,0.291058605,1.525297782,12.12977099,9.333477336,1.190839695,3.471010724,14.22137405,8.325392184,42.00763359,8.973890489
224,224,240,SAT91 GIRtwyfel,407,9/2/2011,5/4/2013,610,,,#N/A,#N/A,AWT,,SAT91 GIRtwyfel,no,SAT91 GIRtwyfel,,HeadHarness,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_SouthKunene,2011,Namibia_AWT,9/2/2011,,,5/4/2013,,SAT91 GIRtwyfel,OU anisotropic,12.86125919,50.28271236,34.82411801,40.44766862,37.53071256,10.97777884,11.4235254,11.20068254,9.582062282,12.68312407,2425.381684,12,0,1436.410183,2488.628138,3825.256122,16.50164468,24.18409497,1436.410183,2488.628138,3825.256122,16.50164468,24.18409497,0,35.78179551,3.339220383,0.161278133,0.033707889,0.2997543,0,0,0.663390663,0,0,0,0,0,0,0,0,0,0,0,0.036855037,0,0,ClosedToOpen herbaceous,3.098870492,2.003190202,0.567934665,0.362375697,7.452088452,7.833679927,65.44471744,20.03645115,0.427518428,2.22591753,13.2997543,5.379542982
225,225,241,SAT93 GIRtwyfel,379,9/29/2011,10/12/2012,379,,,#N/A,#N/A,AWT,,SAT93 GIRtwyfel,no,SAT93 GIRtwyfel,,HeadHarness,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_SouthKunene,2011,Namibia_AWT,9/29/2011,,,10/12/2012,,SAT93 GIRtwyfel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,32.27272727,9.551985858,0.154012401,0.027784356,0.295514512,0,0,0.646437995,0,0,0,0,0,0,0,0,0,0,0,0.058047493,0,0,ClosedToOpen herbaceous,2.601905551,1.108160592,0.613228944,0.444440329,5.970976253,5.75851813,70.6701847,15.33072554,0.306068602,0.976572185,12.18997361,4.518721169
226,226,242,SAT94 HARnyae_3,113,9/18/2011,1/9/2012,113,,,#N/A,#N/A,AWT,,SAT94 HARnyae_3,no,SAT94 HARnyae_3,,HeadHarness,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Zambezi,2011,Namibia_AWT,9/18/2011,,,1/9/2012,,SAT94 HARnyae_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,42.50970874,2.805789343,0.438613274,0.087770243,0,0,0,0.185840708,0,0.017699115,0,0,0,0.115044248,0.026548673,0.150442478,0.504424779,0,0,0,0,0,Open Deciduous Forest,3.363423231,1.599737431,2.633955445,1.405177162,28.87610619,17.0189667,0.212389381,0.870666077,18.73451327,9.771512622,30.38053097,5.889334464
