,X,X.x,collarid,Number_of_fixes,Date_Start,DateStop,Duration,Variogram_inspection,Variogram_inspection_MBB,VariogramInspection_Jared,VariogramNotes_Jared,collartype,Name,giraffeid,duplicate,collarid_2,unit_ID,Attachment,species,subspecies,taxa,utm_zone,epsg,gmt_diff,Country,Park_location,year,Operation,date_collared,sex,age_class,LAST_FIX,failure_class,ID,model,tau_pos_lcl,tau_pos_ucl,tau_vel_lcl,tau_vel_ucl,tau_vel_ml,speed_lcl,speed_ucl,speed_ml,DOF_mean,DOF_area,DOF_speed,X.y,file_name,akde_95_lcl,akde_95_ML,akde_95_ucl,akde_95_DOF_area,akde_95_DOF_bandwidth,akde_50_lcl,akde_50_ML,akde_50_ucl,akde_50_DOF_area,akde_50_DOF_bandwidth,ProtectedArea,temp_mean,temp_sd,ndvi_mean,ndvi_sd,Bare,Closed.Deciduous.Forest,Closed.Evergreen.Forest,ClosedToOpen.herbaceous,ClosedToOpen.SemiDeciduous.Forest,ClosedToOpen.shrubland,Flooded.Forest_ClosedToOpen,Flooded.Grassland,Mosaic.Croplands,Mosaic.ForestShrubland,Mosaic.grassland,Mosaic.Vegetation,Open.Deciduous.Forest,Open.Evergreen.Forest,Rainfed.Croplands,Spare.Vegetation,Urban,Water,habitat,hfp2009_mean,hfp2009_sd,human_density_mean,human_density_sd,woody_mean,woody_sd,cop_bare_mean,cop_bare_sd,cop_tree_mean,cop_tree_sd,cop_shrub_mean,cop_shrub_sd
94,94,106,IRI2016-3187,384,6/11/2019,6/27/2019,16,,,#N/A,#N/A,IP103,,No10,no,iri2016-3187,3187,OssiUnit,giraffa,giraffa,giraffa_giraffa,36S,32737,2,Zimbabwe,ZWE_Save,2019,Zim_2019,6/11/2019,male,,6/27/2019,fell off,IRI2016-3187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,22.37433862,6.471496591,0.427004427,0.03904755,0,0,0,0.221354167,0,0.106770833,0,0,0,0.015625,0.0625,0.580729167,0.013020833,0,0,0,0,0,Mosaic Vegetation,12.08942141,2.657329685,41.82517242,0,25.33072917,17.85633101,0.28125,0.794276195,14.45572917,6.716031908,29.72916667,5.50001978
95,95,107,IRI2016-3186,936,6/11/2019,7/20/2019,39,bad,bad,0,Problem animal….but does reach an asymptote.,IP103,,No8,no,iri2016-3186,3186,OssiUnit,giraffa,giraffa,giraffa_giraffa,36S,32737,2,Zimbabwe,ZWE_Save,2019,Zim_2019,6/11/2019,male,,7/20/2019,fell off,IRI2016-3186,OUF anisotropic,19.61885426,45.64647514,22.94117099,30.95810888,26.64986434,8.633961352,9.338878068,8.986513809,1.990557956,2.193456879,624.1515919,7,0,37.75022303,271.2568372,730.0703112,2.193464245,2.473271952,37.75022303,271.2568372,730.0703112,2.193464245,2.473271952,1,22.19492441,6.922532433,0.43583678,0.059854902,0,0,0,0.030982906,0,0.271367521,0,0,0,0.017094017,0.072649573,0.492521368,0.115384615,0,0,0,0,0,Mosaic Vegetation,10.90043971,2.709599651,41.82517238,3.92E-07,32.55128205,21.49880082,0.158119658,0.629572719,22.95726496,10.00044334,32.30982906,5.463750213
96,96,108,IRI2016-3180,6338,6/11/2019,1/12/2021,581,good,ok,1,0,IP103,,No9,no,iri2016-3180,3180,OssiUnit,giraffa,giraffa,giraffa_giraffa,36S,32737,2,Zimbabwe,ZWE_Save,2019,Zim_2019,6/11/2019,female,,1/12/2021,fell off,IRI2016-3180,OUF anisotropic,9.599919107,13.14767825,29.01226714,32.14240636,30.53725724,12.3182202,12.66449457,12.49137387,30.49053441,53.95662858,4998.75432,3,0,200.9112278,266.9973185,342.3357657,54.59194078,87.34382396,200.9112278,266.9973185,342.3357657,54.59194078,87.34382396,1,26.5016445,7.354105501,0.42923444,0.170419937,0,0,0,0.202745346,0,0.05190912,0,0,0,0.145313979,0.016408962,0.557904702,0.025717892,0,0,0,0,0,Mosaic Vegetation,10.98050513,3.016352739,41.82517242,0,20.82865257,17.05822681,0.435941938,1.010790171,15.96008204,7.369493657,31.86667719,6.312746788
97,97,109,IRI2016-3182,428,6/12/2019,7/7/2019,25,bad,bad,0,Problem animal,IP103,,No12,no,iri2016-3182,3182,OssiUnit,giraffa,giraffa,giraffa_giraffa,36S,32737,2,Zimbabwe,ZWE_Save,2019,Zim_2019,6/12/2019,male,,7/7/2019,fell off,IRI2016-3182,OUF anisotropic,0,24.75291016,33.20021579,48.17291882,39.99189043,16.22558564,17.86339925,17.04475886,2.104492398,2.58977358,415.8908431,5,0,155.2505483,893.2759161,2263.990249,2.58977358,2.736444565,155.2505483,893.2759161,2263.990249,2.58977358,2.736444565,1,22.62558685,6.368664299,0.397831542,0.067826458,0,0,0,0.425581395,0,0.13255814,0,0,0,0.034883721,0.004651163,0.325581395,0.076744186,0,0,0,0,0,ClosedToOpen herbaceous,9.363902934,2.115485052,41.57177469,0.79928083,25.04906542,19.37948223,1.26635514,1.420521653,12.8271028,7.48350342,32.26635514,6.108625513
98,98,110,IRI2016-3184,5855,6/12/2019,10/22/2020,498,good,ok,1,Okay,IP103,,No13,no,iri2016-3184,3184,OssiUnit,giraffa,giraffa,giraffa_giraffa,36S,32737,2,Zimbabwe,ZWE_Save,2019,Zim_2019,6/12/2019,female,,10/22/2020,voltage drop,IRI2016-3184,OUF anisotropic,7.159347136,9.646742978,29.13765893,32.40058596,30.72583966,10.53487782,10.84731156,10.69111037,33.41138677,59.1163034,4497.905059,6,0,100.3441999,131.7778461,167.428976,59.11631707,94.42179151,100.3441999,131.7778461,167.428976,59.11631707,94.42179151,1,26.09482462,6.768593121,0.382230841,0.119548316,0,0,0,0.211272417,0,0.231596926,0,0,0,0.023569599,0.020836892,0.470025619,0.042698548,0,0,0,0,0,Mosaic Vegetation,10.56748299,2.546928572,41.0586011,1.330909435,30.97694278,20.2942561,0.956276687,1.452164415,14.14978651,8.073814288,32.32912041,6.076845121
99,99,112,IRI2016-3218,15845,7/20/2019,7/5/2021,716,good,ok,1,"Seasonal oscillation, but okay I think.",IP103,KHBF021,Marble,no,iri2016-3218,3218,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2019,Namibia_2019,7/20/2019,female,adult,7/5/2021,replaced,IRI2016-3218,OUF anisotropic,17.41682657,25.55325012,47.3454083,50.00385261,48.65647766,14.54281326,14.77513954,14.65898273,21.49227108,38.18075685,15293.34756,3,0,649.3181567,916.7401239,1229.558918,38.18075685,78.11007954,649.3181567,916.7401239,1229.558918,38.18075685,78.11007954,0,27.56365606,8.388869462,0.111250571,0.025805516,0.005301691,0,0,0.565387528,0,0,0,0,0,0,0,0,0,0,0,0.42931078,0,0,ClosedToOpen herbaceous,6.060574185,2.848288079,0.059784541,0.01243541,10.16636163,12.65161889,61.9938782,23.13708749,1.218176081,2.667404078,9.936446829,5.330132566
100,100,113,ST2010-2959,16436,7/20/2019,6/6/2021,687,good,good,1,0,IP103,KHBF022,Ceratops,no,st2010-2959,2959,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2019,Namibia_2019,7/20/2019,female,,6/6/2021,fell off,ST2010-2959,OUF anisotropic,19.11472942,28.95238305,58.08362955,61.22528253,59.63377088,19.03667653,19.34734355,19.19201868,18.92895583,33.51179987,14660.28457,8,0,1612.404758,2335.084282,3189.471795,33.51179987,68.30522273,1612.404758,2335.084282,3189.471795,33.51179987,68.30522273,0.001399367,27.60761923,9.046392567,0.100431248,0.027492434,0.01539304,0,0,0.339255293,0,0,0,0,0,0,0,0,0,0,0,0.645351667,0,0,Spare Vegetation,5.584682859,3.102819791,0.061575843,0.016644486,8.576478462,11.04443239,73.50425894,25.04662,0.945911414,3.073433623,7.906181553,5.969628699
101,101,114,ST2010-2958,19833,7/21/2019,1/1/2022,895,good,ok,1,0,IP103,KHBF034,Tisa,no,st2010-2958,2958,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2019,Namibia_2019,7/21/2019,female,,1/1/2022,fell off,ST2010-2958,OUF anisotropic,23.30679829,34.56413404,37.42114985,39.32407028,38.36081238,11.28420227,11.43937958,11.36179457,20.17600931,36.38147841,20593.5001,7,0,432.5266891,616.2949367,832.0883023,36.38147841,75.24165549,432.5266891,616.2949367,832.0883023,36.38147841,75.24165549,0,28.72368206,9.889205813,0.096417938,0.019685649,0.000187248,0,0,0.176481603,0,0,0,0,0,0,0,0,0,0,0,0.823331149,0,0,Spare Vegetation,4.320030852,2.7893175,0.057642428,3.33E-09,17.51905252,17.23725391,71.9082951,22.60102636,1.797490872,3.920909161,9.267390694,5.685402247
102,102,116,IRI2016-3222,14724,7/23/2019,4/25/2021,642,good,good,1,0,IP103,KHBF003,Dorothy,no,iri2016-3222,3222,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2019,Namibia_2019,7/23/2019,female,adult,4/25/2021,active,IRI2016-3222,OUF anisotropic,28.6881157,52.3843176,28.97072466,31.01673798,29.97628022,12.3661651,12.63362544,12.4999051,12.17877503,18.83757166,8390.39567,5,0,336.1012075,559.6241379,839.2039559,18.83757166,35.69227683,336.1012075,559.6241379,839.2039559,18.83757166,35.69227683,0.150842162,24.51720526,8.017746263,0.07692138,0.015076819,0.0432627,0,0,0.094064113,0,0,0,0,0,0,0,0,0,0,0,0.862673187,0,0,Spare Vegetation,3.860365334,1.899359648,0.057642429,1.72E-09,6.150910079,8.076405656,93.04292312,11.2954099,1.501494159,2.524901012,3.426718283,4.573963158
103,103,117,IRI2016-3220,18338,7/23/2019,2/28/2022,951,good,lessthanstellar,1,Seen variograms like thi sin the past.  Probably going to be okay.,IP103,KHBF002,Supergirl,no,iri2016-3220,3220,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2019,Namibia_2019,7/23/2019,female,adult,2/28/2022,death,IRI2016-3220,OUF anisotropic,2.80592829,7.382334331,43.8025285,46.05774299,44.91598379,13.37213163,13.57346239,13.47280218,6.384448758,10.01050303,17202.34532,4,0,1665.335347,3471.198867,5929.035026,10.01050303,13.48594667,1665.335347,3471.198867,5929.035026,10.01050303,13.48594667,0.129045643,25.73243031,8.604192147,0.08942111,0.028171456,0.046996576,0,0,0.102240896,0,0,0,0,0,0,0,0,0,0,0,0.850762527,0,0,Spare Vegetation,4.176188706,2.330675506,0.057642429,2.25E-09,11.77204357,14.95945578,86.35471992,18.31227001,1.656068465,3.356881662,5.58376556,5.701883425
104,104,118,IRI2016-3141,3330,7/20/2019,3/3/2020,227,good,good,1,0,IP103,KHBM037,Jackson,no,iri2016-3141,3141,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2019,Namibia_2019,7/20/2019,male,subadult,3/3/2020,sudden failure,IRI2016-3141,OUF anisotropic,21.67202589,62.17654924,55.29314222,62.19149355,58.64096774,21.79090048,22.58841112,22.18970498,6.114578227,9.153164729,2973.73706,2,0,1685.685556,3657.627805,6380.357641,9.153164729,10.73090906,1685.685556,3657.627805,6380.357641,9.153164729,10.73090906,0.016516517,27.24531155,8.075352993,0.088830571,0.017808017,0.115384615,0,0,0.338641827,0,0,0,0,0,0,0,0,0,0,0,0.545973558,0,0,Spare Vegetation,2.537031759,1.769679337,0.09004963,0.036885209,6.211111111,6.712044672,77.33753754,23.10471291,1.171471471,3.033263561,7.510810811,6.502815223
105,105,119,IRI2016-3223,3772,7/24/2019,1/4/2020,164,good,good,1,Okay….,IP103,KHBF004,KT,no,iri2016-3223,3466,OssiUnit,giraffa,angolensis,giraffa_angolensis,33S,32733,2,Namibia,NAM_Northwest,2019,Namibia_2019,7/24/2019,female,adult,1/4/2020,fell off,IRI2016-3223,OUF anisotropic,1.121382336,17.44709281,42.37655135,47.60501554,44.91476801,13.52629144,13.99570469,13.76102554,3.471746992,4.401488589,3301.153711,6,0,465.6861938,1579.36119,3360.73266,4.401488589,5.551509839,465.6861938,1579.36119,3360.73266,4.401488589,5.551509839,0.032873807,25.49520107,8.289946547,0.082974549,0.013549564,0.005037116,0,0,0.02173913,0,0,0,0,0,0,0,0,0,0,0,0.973223754,0,0,Spare Vegetation,3.159732168,1.004087411,0.057642429,1.90E-09,5.901908802,4.754032364,89.03711559,12.13336135,2.783934252,3.451789662,6.274125133,6.567208677
106,106,120,IRI2016-3239,690,8/4/2019,9/3/2019,30,good,good,1,0,IP103,,282/16,no,iri2016-3239,3239,OssiUnit,camelopardalis,peralta,camelopardalis_peralta,31N,32631,1,Niger,NER_GiraffeZone,2019,Niger_2019,8/4/2019,male,,9/3/2019,fell off,IRI2016-3239,OUF isotropic,3.093925939,9.968226424,29.85674798,40.69118568,34.85550854,20.66164227,22.35457927,21.50833752,5.788152742,8.365729261,619.8898457,9,0,139.6322767,316.2712774,563.8833931,8.365729261,11.73793277,139.6322767,316.2712774,563.8833931,8.365729261,11.73793277,0,30.54549419,5.476888856,0.31102381,0.062298205,0.027536232,0,0,0.701449275,0,0,0,0,0,0.088405797,0.020289855,0.089855072,0,0,0,0.072463768,0,0,ClosedToOpen herbaceous,5.884454764,2.320092752,67.98161976,2.61E-06,3.757971014,4.088388663,12.00144928,14.03091127,2.424637681,2.578402302,15.7942029,9.044060573
107,107,121,IRI2016-3238,7091,8/4/2019,6/17/2020,318,bad,lessthanstellar,0,To discuss.  Nomadic movements?,IP103,,106/08,no,iri2016-3238,3238,OssiUnit,camelopardalis,peralta,camelopardalis_peralta,31N,32631,1,Niger,NER_GiraffeZone,2019,Niger_2019,8/4/2019,female,,6/17/2020,fell off,IRI2016-3238,OUF anisotropic,1.527263366,7.941707031,25.62240144,28.44302387,26.99589924,17.86685784,18.39076746,18.12883865,4.522321282,5.902076388,4599.473057,8,0,795.9331589,2191.468905,4281.271457,5.902076388,8.01039733,795.9331589,2191.468905,4281.271457,5.902076388,8.01039733,0,32.55527845,8.125937988,0.225030262,0.064344667,0.007756311,0,0,0.45437879,0,0,0,0,0.000282048,0.062755606,0.001128191,0.463545339,0,0,0,0.010153716,0,0,Mosaic Vegetation,7.408850347,2.885205034,96.83195421,19.69138566,6.481455366,7.167355782,4.352277535,8.412999635,5.759836412,3.130810568,15.69990128,5.976392083
108,108,122,IRI2016-3248,7978,8/4/2019,7/6/2020,337,good,ok,1,0,IP103,,389/18,no,iri2016-3248,3248,OssiUnit,camelopardalis,peralta,camelopardalis_peralta,31N,32631,1,Niger,NER_GiraffeZone,2019,Niger_2019,8/4/2019,female,,7/6/2020,sudden failure,IRI2016-3248,OUF anisotropic,16.37860984,32.13267629,42.01920178,45.48978711,43.72007026,22.16007632,22.65367641,22.40689505,11.2644695,16.1163501,7915.897732,17,0,1131.761364,1975.473085,3050.321604,16.1163501,31.65695022,1131.761364,1975.473085,3050.321604,16.1163501,31.65695022,0,32.39142416,8.402888143,0.226978112,0.059689497,0.001880406,0,0,0.27127993,0,0,0,0,0.010655635,0.025322803,0.002883289,0.631565752,0,0,0.039237809,0.017174376,0,0,Mosaic Vegetation,6.785601767,3.648783379,101.6912299,16.29477836,7.299824517,8.875123093,3.503509652,5.781470249,6.079593883,3.276839645,16.90273251,6.310670382
109,109,123,IRI2016-3243,5835,8/4/2019,4/8/2020,248,bad,bad,0,To discuss,IP103,,235/14,no,iri2016-3243,3243,OssiUnit,camelopardalis,peralta,camelopardalis_peralta,31N,32631,1,Niger,NER_GiraffeZone,2019,Niger_2019,8/4/2019,female,,4/8/2020,fell off,IRI2016-3243,OUF anisotropic,1.757915096,33.03693742,25.59551388,28.67959978,27.0937095,18.11547977,18.69117315,18.40335738,3.386452927,4.293564467,3925.453936,12,0,841.0894747,2909.928589,6239.286264,4.293564467,5.350311627,841.0894747,2909.928589,6239.286264,4.293564467,5.350311627,0,31.67626621,8.015362922,0.235908053,0.056238864,0.002571135,0,0,0.434007542,0,0,0,0,0,0.032396298,0.003942407,0.509770312,0,0,0,0.017312307,0,0,Mosaic Vegetation,9.274455295,4.123474513,91.96491345,20.99187137,6.129220223,8.755512177,3.645072836,7.740276901,5.308311911,3.361805953,14.87609254,5.698838434
110,110,124,IRI2016-3245,6229,8/4/2019,5/15/2020,285,good,ok,1,okay,IP103,,42/05,no,iri2016-3245,3245,OssiUnit,camelopardalis,peralta,camelopardalis_peralta,31N,32631,1,Niger,NER_GiraffeZone,2019,Niger_2019,8/4/2019,female,,5/15/2020,fell off,IRI2016-3245,OUF anisotropic,3.917128677,5.208719373,46.46850439,50.8497266,48.60978033,22.29472566,22.86747933,22.58112745,34.4028404,64.43149095,5970.900934,14,0,437.9335558,568.1241105,714.998948,64.43149095,159.518949,437.9335558,568.1241105,714.998948,64.43149095,159.518949,0,31.42749959,8.216741129,0.231538983,0.0677164,0.004334564,0,0,0.535238401,0,0,0,0,0.004013485,0.060523358,0.004976722,0.382886499,0,0,0.000481618,0.007545352,0,0,ClosedToOpen herbaceous,6.206921906,2.509273217,70.01314174,8.194477327,4.199871568,5.447215028,5.8908332,8.494924309,3.48916359,2.413318009,16.07015572,7.322074274
111,111,125,IRI2016-3247,5095,8/4/2019,3/7/2020,216,good,ok,1,0,IP103,,34/05,no,iri2016-3247,3247,OssiUnit,camelopardalis,peralta,camelopardalis_peralta,31N,32631,1,Niger,NER_GiraffeZone,2019,Niger_2019,8/4/2019,female,,3/7/2020,fell off,IRI2016-3247,OUF anisotropic,9.467347306,16.8691315,33.56403864,37.35594504,35.40926973,18.2898421,18.82112719,18.55551077,12.37020684,20.19774383,4685.670195,16,0,410.8608274,670.8055583,993.4358421,20.19774383,35.94060909,410.8608274,670.8055583,993.4358421,20.19774383,35.94060909,0,31.15510327,8.169145448,0.233167851,0.063922438,0.004317959,0,0,0.92639843,0,0,0,0,0,0.01844946,0.007262022,0.043179588,0,0,0,0.000392542,0,0,ClosedToOpen herbaceous,5.172331906,1.661417361,67.98161655,3.79E-06,4.522669284,13.48645245,3.230814524,6.362812833,2.79313052,2.145290016,11.97311089,6.902303778
112,112,126,IRI2016-3246,1173,8/5/2019,9/25/2019,51,good,lessthanstellar,1,0,IP103,,199/13,no,iri2016-3246,3246,OssiUnit,camelopardalis,peralta,camelopardalis_peralta,31N,32631,1,Niger,NER_GiraffeZone,2019,Niger_2019,8/5/2019,male,,9/25/2019,fell off,IRI2016-3246,OUF anisotropic,5.051540101,14.69893451,38.5435206,47.92767342,42.98024276,29.13205154,30.88470315,30.00855236,6.004449269,9.119967002,1125.984659,15,0,526.5120351,1144.358736,1997.951394,9.119967002,12.40382307,526.5120351,1144.358736,1997.951394,9.119967002,12.40382307,0,31.16857387,5.932814982,0.299817306,0.068642941,0.023017903,0,0,0.683716965,0,0,0,0,0,0.106564365,0.075021313,0.092924126,0,0,0,0.018755328,0,0,ClosedToOpen herbaceous,6.535255314,2.477190353,68.17806975,2.443291386,4.034953112,5.58639612,11.2054561,13.75354391,2.502983802,2.856529488,14.68627451,9.133656258
113,113,127,IRI2016-3226,5949,8/5/2019,4/27/2020,266,good,good,1,0,IP103,,308/16,no,iri2016-3226,3226,OssiUnit,camelopardalis,peralta,camelopardalis_peralta,31N,32631,1,Niger,NER_GiraffeZone,2019,Niger_2019,8/5/2019,female,,4/27/2020,unknown,IRI2016-3226,OUF anisotropic,23.55624974,59.84543966,49.69212414,54.36262781,51.97494059,23.43362958,24.05321523,23.74345017,6.633926617,10.49865667,5641.162963,5,0,1889.585965,3859.169291,6520.141441,10.49865667,14.23248837,1889.585965,3859.169291,6520.141441,10.49865667,14.23248837,0,31.03064217,7.824566984,0.214604322,0.069853923,0.008574311,0,0,0.857262946,0,0,0,0,0,0.053127102,0.013113652,0.060188299,0,0,0.000672495,0.007061197,0,0,ClosedToOpen herbaceous,5.901311621,2.230751457,67.96932702,0.851121971,4.439737771,9.046094005,6.134140192,9.833798375,3.554546983,2.94997377,16.07749202,7.952418987
114,114,128,IRI2016-3249,8903,8/5/2019,8/15/2020,376,good,good,1,0,IP103,,107/08,no,iri2016-3249,3249,OssiUnit,camelopardalis,peralta,camelopardalis_peralta,31N,32631,1,Niger,NER_GiraffeZone,2019,Niger_2019,8/5/2019,female,,8/15/2020,fell off,IRI2016-3249,OUF anisotropic,8.307149191,11.98119707,38.49327349,41.63448709,40.03308255,21.65622379,22.12579306,21.89102573,23.5221943,41.47666586,8348.734113,18,0,564.6463257,785.2065063,1041.565624,41.47666586,93.74062148,564.6463257,785.2065063,1041.565624,41.47666586,93.74062148,0,33.10556765,7.780512283,0.200414011,0.065928477,0.006851623,0,0,0.845220712,0,0,0,0,0,0.062001573,0.020330226,0.058294957,0,0,0,0.00730091,0,0,ClosedToOpen herbaceous,6.549831225,2.465545381,67.98161792,3.70E-06,4.329214871,7.16010747,6.242614849,10.1943039,3.031674716,2.607109418,14.6835898,8.997413895
115,115,129,IRI2016-3241,8454,8/5/2019,7/28/2020,358,good,good,1,0,IP103,,116/08,no,iri2016-3241,3241,OssiUnit,camelopardalis,peralta,camelopardalis_peralta,31N,32631,1,Niger,NER_GiraffeZone,2019,Niger_2019,8/5/2019,female,,7/28/2020,fell off,IRI2016-3241,OUF anisotropic,2.677245525,51.0721612,0.980028687,1.063066375,1.020703455,28.32181977,29.03734682,28.67961396,3.246702154,4.286053286,6171.336828,11,0,6942.39787,24052.83811,51600.345,4.286053286,4.495008274,6942.39787,24052.83811,51600.345,4.286053286,4.495008274,0,32.0634196,7.966031253,0.201696878,0.066858509,0.025804924,0,0,0.730587121,0,0,0,0,0.000236742,0.063920455,0.008641098,0.159090909,0,0,0.001538826,0.010179924,0,0,ClosedToOpen herbaceous,6.835503492,2.415512563,59.61970153,21.83497034,5.960965224,8.055711598,8.559853324,12.18666295,4.596167495,3.56042159,17.04837947,7.835052846
116,116,130,IRI2016-3244,14287,8/5/2019,6/10/2020,310,good,good,1,0,IP103,,218/13,no,iri2016-3244,3244,OssiUnit,camelopardalis,peralta,camelopardalis_peralta,31N,32631,1,Niger,NER_GiraffeZone,2019,Niger_2019,8/5/2019,female,,6/10/2020,fell off,IRI2016-3244,OUF anisotropic,4.794905826,6.836369588,39.69778441,43.6985474,41.65015623,23.80942568,24.44154074,24.12551166,28.59435221,44.40136666,5595.570546,13,0,411.6099558,565.6017015,743.6844542,44.40136666,114.0561839,411.6099558,565.6017015,743.6844542,44.40136666,114.0561839,0,31.02981007,9.291966235,0.194922992,0.056081598,0.006859863,0,0,0.860422792,0,0,0,0,0,0.043679126,0.021559569,0.062718746,0,0,0,0.004759905,0,0,ClosedToOpen herbaceous,5.917022099,2.46677122,67.98161737,3.79E-06,4.284874361,6.565346694,5.515503605,9.483476335,3.221040106,2.741792575,14.91012809,8.606810139
117,117,131,IRI2016-3240,919,8/6/2019,9/15/2019,40,,lessthanstellar,1,To discuss,IP103,,254/15,no,iri2016-3240,3240,OssiUnit,camelopardalis,peralta,camelopardalis_peralta,31N,32631,1,Niger,NER_GiraffeZone,2019,Niger_2019,8/6/2019,male,,9/15/2019,fell off,IRI2016-3240,OUF anisotropic,10.77228917,21.97665643,32.95165975,42.53504254,37.43795199,20.73088643,22.16382762,21.44752042,2.845653792,3.582840795,860.4223593,10,0,289.7232661,1173.812711,2664.787704,3.582840795,4.136454918,289.7232661,1173.812711,2664.787704,3.582840795,4.136454918,0,31.08996728,5.698389769,0.337227203,0.058015398,0,0,0,0.215451578,0,0,0,0,0.001088139,0.057671382,0.003264418,0.643090316,0,0,0.01523395,0.064200218,0,0,Mosaic Vegetation,5.468578898,1.400751182,71.20261146,9.581562571,7.051142546,8.328141932,8.072905332,7.630642513,3.794341676,2.682577244,18.9085963,7.221542609
118,118,132,IRI2016-3250,4083,8/6/2019,4/14/2020,252,good,good,1,Okay.  Some oscillations,IP103,280/16,280/16,no,iri2016-3250,3250,OssiUnit,camelopardalis,peralta,camelopardalis_peralta,31N,32631,1,Niger,NER_GiraffeZone,2019,Niger_2019,8/6/2019,female,,4/14/2020,fell off,IRI2016-3250,OUF anisotropic,9.483338883,18.31429876,46.48960104,51.93233518,49.13566468,20.98675363,21.66423718,21.32553236,10.16428538,16.71927919,3806.097535,19,0,629.2762319,1085.800042,1664.805283,16.71927919,27.07175448,629.2762319,1085.800042,1664.805283,16.71927919,27.07175448,0,30.96657521,7.766037766,0.265674602,0.069975664,0.000489836,0,0,0.432525104,0,0,0,0,0.001959344,0.039186872,0.004408523,0.476610336,0,0,0.000734754,0.044085231,0,0,Mosaic Vegetation,6.868747856,2.474595262,82.6732893,19.3117088,5.773695812,6.644668209,4.941954445,7.006982645,3.682096498,2.216556186,16.59882439,7.562687137
119,119,133,IRI2016-3236,7892,8/6/2019,8/25/2020,385,good,ok,1,Let's talk about this one.,IP103,,112/08,no,iri2016-3236,3236,OssiUnit,camelopardalis,peralta,camelopardalis_peralta,31N,32631,1,Niger,NER_GiraffeZone,2019,Niger_2019,8/6/2019,female,,8/25/2020,fell off,IRI2016-3236,OUF anisotropic,10.38966461,15.85107554,44.74726795,48.43252359,46.55344359,20.56275763,21.02695018,20.79487171,18.82591834,32.73711143,7709.091246,6,0,723.8428216,1053.280369,1443.529788,32.73711143,61.83268208,723.8428216,1053.280369,1443.529788,32.73711143,61.83268208,0,32.15568573,7.629003284,0.223717923,0.061822917,0.001013685,0,0,0.322478459,0,0,0,0,0.010136847,0.046756209,0.008109478,0.58324886,0,0,0.009249873,0.019006589,0,0,Mosaic Vegetation,6.538900236,2.551850031,82.37027638,18.32798106,4.704891029,5.766214719,5.100228079,7.321099264,3.764318297,2.602447403,16.26685251,6.587604176
120,120,134,IRI2016-3224,10246,8/6/2019,11/7/2020,459,good,good,1,0,IP103,,114/16,no,iri2016-3224,3224,OssiUnit,camelopardalis,peralta,camelopardalis_peralta,31N,32631,1,Niger,NER_GiraffeZone,2019,Niger_2019,8/6/2019,female,,11/7/2020,fell off,IRI2016-3224,OUF anisotropic,15.32669902,24.50682838,41.05858175,44.0769271,42.54099335,20.11473779,20.52284232,20.31880414,15.93941569,27.58187199,9522.308047,4,0,717.8437211,1083.976146,1524.358784,27.58187199,52.24731436,717.8437211,1083.976146,1524.358784,27.58187199,52.24731436,0.000585594,32.00906688,7.106800809,0.246892589,0.075260146,0.002537823,0,0,0.371205466,0,0,0,0,0.001464129,0.051830161,0.004294778,0.543777452,0,0,0.006832601,0.018057589,0,0,Mosaic Vegetation,7.521804192,2.668554147,93.04230329,18.87290319,5.03855163,6.287000945,3.97081788,6.349356381,4.810072223,2.743507364,15.52518056,5.362915186
